name,mz,rt,Annotation.type,annotated.from.ID,annotated.from.peak,ID,compound.name,isotope,adduct,Formula,score,peak.group,confidence
M943T806_2,942.99698,805.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M943T595_2,943.01184,594.9865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M943T1024,943.23803,1023.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M943T700,943.23214,700.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M943T806_3,943.24727,805.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M943T905,943.46437,905.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M943T372,943.48756,371.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M943T1023,943.48745,1023.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M943T806_4,943.49921,805.9455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M944T302,943.53273,301.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M944T660,943.56011,660.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M944T77,943.59277,76.9695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M944T1023,943.73913,1023.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M944T51,943.74674,50.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M944T806,943.74843,806.1265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M945T750_1,944.54314,749.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M945T661,944.5613,660.6215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M945T54,944.68189,53.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M945T51,944.75911,50.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M945T640_1,944.92049,639.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M945T750_2,945.04537,749.7285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M945T745,945.16305,744.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M945T640_2,945.42193,640.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M945T777,945.48639,777.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M945T744,945.49594,743.6915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M946T51,945.7621,50.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M946T744_1,945.83085,743.9245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M946T640,945.92285,640.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M946T74,946.15015,73.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M946T744_2,946.16496,744.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M946T930,946.26038,930.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M946T813,946.39886,812.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M947T659,946.52117,658.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M947T930_1,946.76159,930.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M947T51,946.77383,51.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M947T546,947.1211,546.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M947T881,947.1366,880.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M947T928,947.18605,927.9055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M947T930_2,947.26604,929.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M947T812,947.40265,812.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M947T341,947.48975,341.0035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M948T659,947.52269,659.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M948T547,947.62211,546.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M948T79,947.62502,79.4035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M948T928_1,947.68434,927.9175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M948T51,947.77726,50.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M948T967_1,947.95548,966.5645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M948T546,948.12002,546.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M948T928_2,948.18427,927.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M948T967_2,948.20556,966.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M948T805_1,948.24101,805.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M948T964,948.32841,964.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M948T471,948.3823,471.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M948T967_3,948.45555,966.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M948T821,948.45344,820.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M948T805_2,948.48978,804.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M948T345,948.49299,345.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T660,948.52379,660.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T53,948.58032,52.8395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T547,948.61941,546.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T57_1,948.62387,56.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T928_1,948.68563,927.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T967_1,948.70622,966.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T805,948.74108,804.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T710,948.75788,709.9945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T51,948.78794,51.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T967_2,948.95725,966.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T546,949.11896,546.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T57_2,949.12708,56.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T847,949.15226,847.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T928_2,949.18295,927.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T973_1,949.22613,972.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T973_2,949.272,973.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T965,949.33201,964.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M949T346,949.49813,346.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M950T659,949.60582,659.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M950T355,949.61209,354.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M950T546_1,949.61253,546.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M950T57_1,949.63095,56.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M950T51,949.79257,51.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M950T847,949.82051,846.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M950T546_2,950.11275,546.2175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M950T57_2,950.13266,56.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M950T974,950.27205,973.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M950T484,950.37315,483.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M951T546,950.59942,546.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M951T355,950.61529,354.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M951T52_1,950.62279,52.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M951T710,950.72806,710.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M951T52_2,950.72674,52.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M951T715,950.78427,715.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M951T51,950.80202,51.1485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M951T969_1,950.9543,969.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M951T547,951.10088,547.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M951T56,951.11881,56.4805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M951T969_2,951.20678,969.3285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M951T974,951.27439,973.7925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M951T483,951.37618,483.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M951T969_3,951.45497,968.9955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M951T853,951.45841,852.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M952T658,951.54488,657.7165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M952T360,951.56071,359.5705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M952T546,951.59725,546.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M952T56,951.62055,56.2635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M952T660,951.61774,659.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M952T73,951.65811,73.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M952T52,951.73261,52.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M952T51,951.80661,51.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M952T853_1,951.95957,852.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M952T57,952.12221,56.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M952T481,952.38901,480.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M952T853_2,952.46008,852.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M953T321,952.57456,321.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M953T660,952.61981,659.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M953T56_1,952.62475,55.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M953T79,952.66081,78.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M953T52_1,952.74687,52.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M953T52_2,952.81771,51.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M953T744,952.82238,744.2645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M953T852,952.96287,852.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M953T56_2,953.12747,56.1635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M953T965,953.28584,965.222,metAnnotation,C05994,M218T587,C05265,3-Oxodecanoyl-CoA,[M],M+NH4,C31H52N7O18P3S,0.444819314974839,C05265_1,grade3
M953T942,953.30006,942.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M953T481,953.39262,481.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M953T749,953.41302,749.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M954T301,953.51773,300.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M954T660,953.61868,659.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M954T55,953.62739,55.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M954T52_1,953.74978,52.3825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M954T53,953.76027,52.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M954T52_2,953.82109,52.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M954T445,954.06634,445.4155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M954T813_1,954.16467,812.7295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M954T813_2,954.49746,812.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M955T70,954.55545,70.0645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M955T445_1,954.56837,445.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M955T662,954.60263,661.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M955T77,954.64717,77.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M955T52,954.76429,52.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M955T53,954.83001,52.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M955T813_1,954.83327,813.0815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M955T445_2,955.06851,445.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M955T958,955.1385,957.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M955T813_2,955.16676,813.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M955T974,955.2256,974.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M955T987,955.28336,987.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M955T611,955.30075,611.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T358,955.56511,358.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T661,955.59404,661.0415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T51,955.6015,51.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T315,955.60085,315.4355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T546_1,955.63435,546.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T53,955.68318,53.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T52_1,955.76184,52.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T987,955.78571,987.3995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T958,955.80864,957.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T52_2,955.83583,52.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T52_3,955.9366,51.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T644_1,956.07371,644.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T546_2,956.1346,546.3055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T57,956.13645,56.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T844,956.1624,844.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T52_4,956.27016,52.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T846_1,956.30478,845.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T644_2,956.32425,644.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M956T846_2,956.44809,845.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M957T359,956.56836,358.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M957T70,956.57636,70.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M957T661,956.5857,661.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M957T846_1,956.59013,846.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M957T51_1,956.60489,51.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M957T546_1,956.63257,546.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M957T53_1,956.67529,53.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M957T846_2,956.73126,845.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M957T53_2,956.77242,53.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M957T53_3,956.84533,53.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M957T52,956.93917,51.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M957T662,957.08016,662.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M957T546_2,957.13344,546.1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M957T51_2,957.2746,51.3555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M957T957,957.32925,956.8715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M958T303,957.54832,302.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M958T661,957.57245,661.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M958T361,957.58002,360.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M958T546_1,957.63099,546.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M958T54_1,957.7006,54.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M958T51,957.77966,51.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M958T54_2,958.12446,53.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M958T546_2,958.12632,546.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M958T403,958.25324,403.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M958T949,958.31354,948.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M959T302,958.55259,301.6935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M959T662,958.56555,661.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M959T362,958.585,362.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M959T70,958.58605,70.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M959T54_1,958.62492,53.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M959T546_1,958.62301,546.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M959T54_2,958.69561,54.2365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M959T1032_1,958.79488,1031.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M959T546_2,959.11013,546.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M959T53,959.12942,53.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M959T1032_2,959.29668,1031.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M960T843_1,959.50229,843.4925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M960T661,959.55908,661.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M960T360,959.59721,360.4885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M960T64,959.60611,63.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M960T197,959.72925,196.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M960T843_2,959.75174,843.3745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M960T1031,959.79716,1031.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M960T843_3,960.00324,843.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M960T63,960.10768,63.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M960T546,960.10924,546.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M960T50,960.2685,50.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M961T663,960.54554,663.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M961T361,960.60032,361.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M961T661,960.67789,661.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M961T198,960.7323,198.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M961T51,960.75044,51.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M961T50,960.93663,50.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M961T63,961.1131,62.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M961T978,961.3604,978.3435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M961T300,961.48208,300.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M962T661,961.53923,661.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M962T304,961.57657,304.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M962T551,961.58599,550.9075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M962T360,961.61223,360.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M962T61,961.61817,61.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M962T55,961.73043,54.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M962T198,961.74045,198.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M962T688,962.38569,688.2115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M963T302,962.57992,302.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M963T361,962.61541,360.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M963T661,962.6649,661.0615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M963T79,962.6652,78.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M963T54,962.74699,54.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M963T52,962.75966,52.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M963T831,962.95598,830.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M963T688,963.38836,688.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M963T813,963.42753,812.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M963T664,963.46434,663.8185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M964T355,963.62846,354.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M964T53,963.75377,53.4725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M964T640_1,963.89825,639.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M964T793,964.06998,793.0735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M964T818,964.06898,817.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M964T640_2,964.39865,640.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M965T357,964.63049,357.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M965T661,964.64409,660.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M965T52,964.7806,52.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M965T640,964.89948,639.9515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M965T546_1,965.11921,546.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M965T720,965.13786,719.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M965T644,965.31133,644.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M965T984,965.39131,983.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M965T546_2,965.45212,546.3445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M965T372,965.46857,371.5325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M966T301,965.51599,300.5465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M966T645_1,965.56304,645.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M966T360,965.63349,360.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M966T75,965.65486,75.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M966T54,965.7588,54.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M966T52,965.78076,52.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M966T546_1,965.78568,546.3055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M966T644,965.81283,644.4735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M966T917,965.80912,917.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M966T645_2,966.06484,645.2065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M966T546_2,966.11977,546.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M966T546_3,966.16816,545.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M966T645_3,966.31439,644.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M966T546_4,966.45116,546.1405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M967T645,966.56429,645.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M967T54_1,966.61819,53.5125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M967T661,966.6259,660.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M967T51,966.74255,51.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M967T547,966.78093,546.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M967T710,966.78593,709.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M967T54_2,966.79726,53.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M967T1023,967.01155,1022.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M968T1023,967.51131,1022.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M968T362,967.55762,362.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M968T53_1,967.62313,53.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M968T51,967.74483,50.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M968T53_2,967.79445,53.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M968T608,967.82593,607.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M968T607_1,968.15969,607.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M968T928,968.21388,928.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M968T607_2,968.49388,607.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M969T661,968.60734,660.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M969T989,968.66259,988.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
